Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1532986111111111,OHE,7,883,0.4893783841919664,0.1253019595759925
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1578125,OHE,8,909,0.4369172089214329,0.1292221712323987
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1491319444444444,OHE,9,859,0.4640421278134028,0.1285668255604075
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1980902777777777,OHE,0,1141,0.54134009005405,0.1205351469497481
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1944444444444444,OHE,1,1120,0.4539229510546533,0.127737432452549
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2038194444444444,OHE,2,1174,0.5316292340355114,0.1200099140047216
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2137152777777777,OHE,3,1231,0.5308401952493609,0.1185172917422329
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2019097222222222,OHE,4,1163,0.4654898356481237,0.1235559283825902
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2046875,OHE,5,1179,0.5368687931234313,0.1190133010138133
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2053819444444444,OHE,6,1183,0.5377129569880341,0.1169757826875962
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2046875,OHE,7,1179,0.6043205326243298,0.1106731266103124
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2107638888888889,OHE,8,1214,0.4920860429601494,0.1268278433373287
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.1989583333333333,OHE,9,1146,0.4690762682102982,0.1236255810297067
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2480902777777777,OHE,0,1429,0.5479047262007062,0.1161008270792532
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2430555555555555,OHE,1,1400,0.5161359446732672,0.1186841112047692
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2552083333333333,OHE,2,1470,0.5113632310326589,0.1193283954407374
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2673611111111111,OHE,3,1540,0.4828313586162619,0.1223472465918366
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2520833333333333,OHE,4,1452,0.4976293696682728,0.123906943935439
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.25625,OHE,5,1476,0.5537891256163957,0.1159328816903902
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2567708333333333,OHE,6,1479,0.4328474981696346,0.1272326757070687
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.25625,OHE,7,1476,0.5434326003807631,0.1200487329583412
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2633680555555555,OHE,8,1517,0.4726493815716167,0.1231566024629
05d Random Control for Stratified Sampling of Train and Test Set from Reaxys Distribution,0.2491319444444444,OHE,9,1435,0.55044801624957,0.1151081419178302
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,0,1514,0.5243197147112245,0.1405081927380801
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,1,1486,0.3955251599251108,0.1639056583499765
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,2,1447,0.5278467883617217,0.1424140028276398
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,3,1480,0.3834568542644452,0.1630789240920129
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,4,1422,0.4261792707543186,0.1571303445724249
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,5,1514,0.3912597700724387,0.163055953079589
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,6,1465,0.4792000061383035,0.1462626549679157
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,7,1384,0.5067666702759979,0.1465546883814938
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,8,1428,0.5007520452276343,0.1469399437274356
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,BERT,9,1444,0.4451141241624476,0.1585045956730769
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,0,1813,0.5132729252330488,0.1392469016698286
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,1,1778,0.4890266578919442,0.1454923377786225
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,2,1731,0.4945288769565182,0.1432823161165007
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,3,1771,0.5033902001607401,0.141539040414148
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,4,1702,0.5210336586787063,0.1404610617752984
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,5,1813,0.3738919882389381,0.1627000748377361
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,6,1753,0.5463328428216261,0.135015253432908
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,7,1655,0.4372634764776876,0.1545262780352767
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,8,1710,0.5239377606617666,0.1413896628799359
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,BERT,9,1727,0.448778086950156,0.1546697990968738
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,0,2116,0.5247238891220007,0.1406865449231551
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,1,2075,0.4599060281823541,0.1472746532968374
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,2,2020,0.5003138869925047,0.142870488429803
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,3,2068,0.3789154214376548,0.1609694093421596
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,4,1986,0.4989427300720214,0.1419088461958965
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,5,2116,0.4828437633033065,0.1428710704851423
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,6,2045,0.4539390467343379,0.1471603976851825
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,7,1933,0.5306875654741587,0.1383526297953846
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,8,1995,0.5121372149416975,0.1445554789097333
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,BERT,9,2017,0.5073679621968755,0.1482185883977886
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,0,2417,0.5703376234881723,0.129471343999809
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,1,2373,0.4037809054124728,0.1538693277000661
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,2,2310,0.3021547709148044,0.1768505384109594
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,3,2363,0.4974733816829192,0.1397304511594826
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,4,2272,0.469344817478552,0.1466452579607917
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,5,2417,0.4155803263158889,0.153071026808643
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,6,2340,0.544983081522008,0.1347332017419836
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,7,2210,0.4892822200682322,0.1444232683118494
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,8,2281,0.5355463554489139,0.1403448561854559
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,BERT,9,2305,0.5390869157859344,0.1393189378714919
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,0,2721,0.5254382613036446,0.1383611616341127
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,1,2670,0.4957659306705212,0.143521233773982
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,2,2599,0.5071705597025218,0.1399382287923271
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,3,2661,0.4793971283297721,0.1445297204241354
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,4,2555,0.5165184522853143,0.1374161094232633
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,5,2721,0.4555803450749417,0.1481726429867675
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,6,2632,0.5370602928348097,0.1355687356746569
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,7,2486,0.4612689814477889,0.1505976747646139
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,8,2566,0.54489460482932,0.1343051846903053
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,BERT,9,2595,0.5018102850760726,0.1462033587094308
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,0,3024,0.4921332480777579,0.1385604193143263
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,1,2966,0.5043658068070659,0.1383296235874712
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,2,2890,0.5152227460410812,0.1392455208072978
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,3,2955,0.4928192667513577,0.14103445070099
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,4,2838,0.5326089260241254,0.1360333984330415
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,5,3024,0.40976015853959,0.1494040003770695
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,6,2924,0.5497816528899524,0.1350748127572981
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,7,2764,0.5170492771762436,0.1385736217977476
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,8,2851,0.4799359711358205,0.1464622328615117
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,BERT,9,2885,0.5091550661766582,0.1461455479782762
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,0,3326,0.5340229681217572,0.1345508605035396
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,1,3264,0.4569608003918891,0.1463528406305351
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,2,3177,0.5077650041214838,0.1405155620360057
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,3,3251,0.475215855654161,0.1424391308483752
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,4,3124,0.4913950111839139,0.1427995989300385
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,5,3326,0.3633349638751169,0.1589835700452867
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,6,3219,0.508446280575185,0.139407196168849
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,7,3041,0.5622904452812871,0.1339153313484893
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,8,3136,0.548604455721555,0.1378052331124865
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,BERT,9,3171,0.4458770872640583,0.1576860832440828
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,0,3629,0.5382726385790684,0.1336057595822653
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,1,3561,0.4470968452283498,0.1481802708991823
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,2,3467,0.5051263693110875,0.1384497849032206
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,3,3546,0.4889352348065119,0.1409698437100253
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,4,3409,0.5194130463383068,0.1382813183933767
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,5,3629,0.4450609241998542,0.1487383359286306
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,6,3511,0.4920154170847015,0.1422523428504815
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,7,3317,0.544703839440638,0.1354603732602191
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,8,3423,0.5661497160416149,0.1322702774876927
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,BERT,9,3461,0.4722418505650831,0.1499585249566929
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,0,3931,0.5042837205274706,0.1390029683130744
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,1,3859,0.4944004042365817,0.1434031501170293
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,2,3758,0.5549547821375083,0.1326886934497169
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,3,3844,0.4708785240925474,0.1440622359673856
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,4,3693,0.4795297744579316,0.1440977519114417
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,5,3931,0.4883514798975298,0.1411713809649386
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,6,3804,0.4970990258136534,0.14174868670377
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,7,3593,0.4388909589960283,0.1501343977239429
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,8,3709,0.5474234625408436,0.1358681786900747
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,BERT,9,3749,0.4927141031098477,0.1457420971921569
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,0,4233,0.5286959868089637,0.1332708695205185
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,1,4155,0.4827124263643132,0.1427880862285413
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,2,4048,0.5539593802634124,0.1339982828280323
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,3,4139,0.4519652207143838,0.1454739397706631
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,4,3977,0.5144536125969668,0.1380818584569945
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,5,4233,0.487140370406264,0.1425839177188059
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,6,4099,0.5682814977301839,0.1260373099246765
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,7,3872,0.5112745485799195,0.1425965483975959
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,8,3995,0.4819347533988827,0.1445053491497792
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.8,BERT,9,4039,0.4519450742306012,0.15202017074526
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,0,4538,0.5714199643769184,0.126704612930176
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,1,4452,0.4403199704542381,0.1484004410384434
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,2,4338,0.5298596394587345,0.1381068293022971
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,3,4434,0.3330694496030102,0.1650330653341704
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,4,4260,0.5258520332524546,0.1358046314434142
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,5,4538,0.4356286312514585,0.1510245988710508
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,6,4390,0.5842875222948198,0.1245207798535163
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,7,4148,0.5378892708612957,0.1349941645455673
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,8,4280,0.5528987588333434,0.1323489921867092
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,2.0,BERT,9,4329,0.4907236116420184,0.1438984495140627
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,0,1514,0.609728518043597,0.1286945499542221
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,1,1486,0.5644511308527855,0.1363621335867213
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,2,1447,0.6391117718114616,0.1284340466618462
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,3,1480,0.5537499852995653,0.1355507020276791
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,4,1422,0.6242780522779433,0.1298063437034
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,5,1514,0.5657406799509084,0.1368437041175195
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,6,1465,0.6194105853840627,0.1273198245891102
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,7,1384,0.555325151554213,0.1391992327959245
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,8,1428,0.6223937485611786,0.1291120424072213
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.0,MFF,9,1444,0.6031298968743003,0.1331757895834628
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,0,1813,0.6533290888806907,0.1169962378757689
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,1,1778,0.6174321282524833,0.1263359839950558
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,2,1731,0.685884224953629,0.1157219819737483
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,3,1771,0.5857846278944506,0.1275261738865057
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,4,1702,0.6504975309722805,0.1216899184537508
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,5,1813,0.6314166229741551,0.1231604852959193
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,6,1753,0.636786630873244,0.1211357078566732
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,7,1655,0.5826131462898709,0.1300086109659508
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,8,1710,0.6554367447148546,0.1207150998764921
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.2,MFF,9,1727,0.6243858774348798,0.1258892562895532
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,0,2116,0.6551951779221812,0.1159965193423333
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,1,2075,0.6166563206040279,0.1269297699620838
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,2,2020,0.6665381516512587,0.1171653429898419
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,3,2068,0.5654807017505813,0.1286023012298845
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,4,1986,0.6582212357527731,0.1189442667811742
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,5,2116,0.6278290029616553,0.1226395900956222
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,6,2045,0.6323689362470704,0.1205570533795317
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,7,1933,0.5890840659324267,0.1275477040482605
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,8,1995,0.6495891992927295,0.1223690617608885
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.4,MFF,9,2017,0.6323189445150407,0.124161259170976
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,0,2417,0.658145323709079,0.1154915622625753
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,1,2373,0.5935153063254648,0.1301482053092393
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,2,2310,0.6740810728429455,0.11577045775021
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,3,2363,0.574017735934031,0.1273072241694841
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,4,2272,0.6638805841908704,0.1192498341926757
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,5,2417,0.6274867865230003,0.1219173251333458
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,6,2340,0.6341892901530358,0.1198224946479432
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,7,2210,0.5934291900244842,0.1267562799480378
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,8,2281,0.6444262680907586,0.1208975970331072
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.6,MFF,9,2305,0.6315552713402688,0.1239537715638483
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,0,2721,0.6828656001462434,0.1121925712442356
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,1,2670,0.5882202231964142,0.1311603541989576
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,2,2599,0.6633093099038585,0.1165048264559964
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,3,2661,0.5749435056804764,0.1275556262395336
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,4,2555,0.6615055480881582,0.118907792919032
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,5,2721,0.596941799550931,0.12789514912211
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,6,2632,0.6306802979719438,0.1211611266464896
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,7,2486,0.5908936834257483,0.1264805388694936
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,8,2566,0.6401606118880282,0.1204781194411133
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,0.8,MFF,9,2595,0.6129640244952093,0.1256633866365843
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,0,3024,0.6767911215170632,0.1124082525605706
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,1,2966,0.6039858859390856,0.1272026333994426
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,2,2890,0.6601119703322985,0.1180891164221197
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,3,2955,0.5892344798303508,0.1248124808337839
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,4,2838,0.6629572224258622,0.118148443046089
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,5,3024,0.592178476797445,0.1267349743402311
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,6,2924,0.6195337994154482,0.1235539372952573
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,7,2764,0.5837390046265459,0.1274452625646223
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,8,2851,0.6399001491601102,0.1201262565245188
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.0,MFF,9,2885,0.6257271687106747,0.123891178270762
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,0,3326,0.6756387603205928,0.1124590270444159
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,1,3264,0.5968559455650613,0.129053251594401
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,2,3177,0.6672208173649967,0.1157582158476975
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,3,3251,0.5767003352374553,0.1261830192016538
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,4,3124,0.6698267252534287,0.1173831456925155
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,5,3326,0.6075736272120129,0.1257530669238626
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,6,3219,0.6089084204721684,0.1251221753925641
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,7,3041,0.5912304501075443,0.1273700862239118
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,8,3136,0.6381383028843197,0.120981768582362
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.2,MFF,9,3171,0.6059586241753651,0.1273810608638644
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,0,3629,0.6757800590760401,0.1130775869355373
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,1,3561,0.5983239017828863,0.1291879883137516
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,2,3467,0.6707657576281058,0.1157278913819788
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,3,3546,0.564148569681336,0.1303179965606597
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,4,3409,0.6697662874410425,0.1182531369911344
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,5,3629,0.6059250996515011,0.1263899942623782
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,6,3511,0.6253518504141418,0.1220363401978388
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,7,3317,0.6003743697170754,0.126301880973319
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,8,3423,0.6181187637487,0.1229285134978262
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.4,MFF,9,3461,0.5922567492884989,0.1280450659559008
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,0,3931,0.652352200318831,0.1175902897838497
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,1,3859,0.5992878528339314,0.1293814250941195
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,2,3758,0.6666427179931949,0.1167045275129719
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,3,3844,0.5851548043899064,0.1260568285062626
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,4,3693,0.6633636723768208,0.1207374604115561
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,5,3931,0.6402752400448324,0.1214913297755148
06d Stratified Sampling from Reaxys Distribution Extended by Oversampling Values,1.6,MFF,6,3804,0.5921610093651712,0.127459376617592
